,BusDesc,B1_PER_SUB_TYPE,DBA,Business_Location,add,add_num,street,new_name,alcohol
5125,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,LEUNG VELIA,"2615 TELEGRAPH AVE 101
BERKELEY, CA 94704
(37.862811018, -122.258423037)",2615 TELEGRAPH AVE 101,2615,TELEGRAPHAVE,LEUNGVELIA,False
5127,RESIDENTIAL RENTAL 5 UNITS,Rental of Real Property,KRASZULYAK MICHAEL / LILIANA (TE),"2714 ALCATRAZ AVE
BERKELEY, CA 94705
(37.851229994, -122.251764034)",2714 ALCATRAZ AVE,2714,ALCATRAZAVE,KRASZULYAKMICHAELLILIANATE,False
5130,PSYCHIATRIC CLINICAL NURSE,Professional SemiProfessional,CONANT SYLVIA,"1307 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870133993, -122.286237964)",1307 UNIVERSITY AVE,1307,UNIVERSITYAVE,CONANTSYLVIA,False
5132,PSYCHOTHERAPY,Professional SemiProfessional,HERNANDEZ L ELENA,"2811 COLLEGE AVE
BERKELEY, CA 94705
(37.85942498, -122.253045962)",2811 COLLEGE AVE,2811,COLLEGEAVE,HERNANDEZLELENA,False
5133,PRINT SHOP,Manufacturing,MERCURIO BROS PRINTING,"2830 SAN PABLO AVE
BERKELEY, CA 94702
(37.854918995, -122.287971006)",2830 SAN PABLO AVE,2830,SANPABLOAVE,MERCURIOBROSPRINTING,False
5137,DAY CARE,Non Profit Organizations,THE NEW SCHOOL OF BERKELEY,"1606 BONITA AVE
BERKELEY, CA 94709
(37.877509984, -122.272790038)",1606 BONITA AVE,1606,BONITAAVE,THENEWSCHOOLOFBERKELEY,False
5138,HAIR & BEAUTY SALON,Business Personal Repair Svs,GREATKUTS,"2646 ASHBY AVE
BERKELEY, CA 94705
(37.856821016, -122.25333497)",2646 ASHBY AVE,2646,ASHBYAVE,GREATKUTS,False
5139,GENERAL CONSULTING,Professional SemiProfessional,KENNEDY JENNIFER LOUGH,"1909 ROSE ST
BERKELEY, CA 94709
(37.881609992, -122.273908016)",1909 ROSE ST,1909,ROSEST,KENNEDYJENNIFERLOUGH,False
5140,INDEPENDENT - HAIR STYLIST,Business Personal Repair Svs,ROMICK NORA,"2980 COLLEGE AVE 2A
BERKELEY, CA 94705
(37.856533014, -122.253351986)",2980 COLLEGE AVE 2A,2980,COLLEGEAVEA,ROMICKNORA,False
5142,WEB HOSTING,Business Personal Repair Svs,BENA INTERNET PUBLISHING SERV,"93 ALAMO AVE
BERKELEY, CA 94708
(37.898533013, -122.268821961)",93 ALAMO AVE,93,ALAMOAVE,BENAINTERNETPUBLISHINGSERV,False
5143,RENTAL PROPERTY,Rental of Real Property,CHIU JENNIFER KUNG-HANG,"3009 DANA ST
BERKELEY, CA 94705
(37.85498802, -122.258381966)",3009 DANA ST,3009,DANAST,CHIUJENNIFERKUNGHANG,False
5144,LIQUOR STORE,Retail Trade,STANFORD LIQUOR,"3400 ADELINE ST
BERKELEY, CA 94703
(37.846554987, -122.273016014)",3400 ADELINE ST,3400,ADELINEST,STANFORDLIQUOR,True
5145,RENTAL PROPERTY/4 UNITS,Non Profit Organizations,JESUIT COMMUNITY AT J.S.T.,"2538 VIRGINIA ST
BERKELEY, CA 94709
(37.877698996, -122.259858019)",2538 VIRGINIA ST,2538,VIRGINIAST,JESUITCOMMUNITYATJST,False
5146,RENTAL SPACE TO WAREHOUSE/FOOD PRODUCTION USE TO OTHER BUSINESSES,Business Personal Repair Svs,J&R ENTERPRISE LLC,"950 GILMAN ST 110
BERKELEY, CA 94710
(37.879580985, -122.298572018)",950 GILMAN ST 110,950,GILMANST,JRENTERPRISELLC,False
5147,PIANO INSTRUCTOR,Professional SemiProfessional,ERBELE CAROLYN,"1803 BONITA AVE
BERKELEY, CA 94709
(37.874024998, -122.271855037)",1803 BONITA AVE,1803,BONITAAVE,ERBELECAROLYN,False
5149,COFFEE ROASTING,Manufacturing,UNCOMMON GROUNDS,"2813 SEVENTH ST
BERKELEY, CA 94710
(37.854990515, -122.29231267)",2813 SEVENTH ST,2813,SEVENTHST,UNCOMMONGROUNDS,False
5150,HANDYMAN-PAINTING CONTRACTOR,Business Personal Repair Svs,COASTAL WEST PAINTING,"1932 FRANCISCO ST
BERKELEY, CA 94709
(37.875104001, -122.271926032)",1932 FRANCISCO ST,1932,FRANCISCOST,COASTALWESTPAINTING,False
5151,RENTAL PROPRTY/8 UNITS,Rental of Real Property,PLANNED UNIT,"1612 PARKER ST
BERKELEY, CA 94703
(37.860574013, -122.277721028)",1612 PARKER ST,1612,PARKERST,PLANNEDUNIT,False
5152,RENTAL PROPERTY,Rental of Real Property,MEVLANARUMI LLC,"2025 KALA BAGAI WAY
BERKELEY, CA 94704
(37.871687998, -122.267486976)",2025 KALA BAGAI WAY,2025,KALABAGAIWAY,MEVLANARUMILLC,False
5154,MULTI RESIDENTIAL,Rental of Real Property,TREIB EDWARD M,"2154 BLAKE ST
BERKELEY, CA 94704
(37.863062014, -122.26576198)",2154 BLAKE ST,2154,BLAKEST,TREIBEDWARDM,False
5156,COMMERCIAL RENTAL PROPERTY WAREHOUSE,Rental of Real Property,O'HAY PHILIP/BARBARA,"801 CAMELIA ST
BERKELEY, CA 94710
(37.877668989, -122.301826962)",801 CAMELIA ST,801,CAMELIAST,OHAYPHILIPBARBARA,False
5157,RESIDENTIAL RENTAL PROP,Rental of Real Property,COULON ROBINSON & TERESA,"2200 ROOSEVELT AVE
BERKELEY, CA 94703
(37.86819199, -122.276354023)",2200 ROOSEVELT AVE,2200,ROOSEVELTAVE,COULONROBINSONTERESA,False
5158,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,GORDON JOHN & MITCHELL JANIS,"2800 ADELINE ST
BERKELEY, CA 94703
(37.858193008, -122.268334973)",2800 ADELINE ST,2800,ADELINEST,GORDONJOHNMITCHELLJANIS,False
5159,DOCTOR'S OFFICE,Professional SemiProfessional,BASS MEDICAL GROUP,"2316 DWIGHT WAY
BERKELEY, CA 94704
(37.864287993, -122.262119037)",2316 DWIGHT WAY,2316,DWIGHTWAY,BASSMEDICALGROUP,False
5160,MASSAGE THERAPIST,Massage,PARRISH TRICIA,"1599 HOPKINS ST
BERKELEY, CA 94707
(37.882181009, -122.281680974)",1599 HOPKINS ST,1599,HOPKINSST,PARRISHTRICIA,False
5161,RENTAL PROPERTY,Rental of Real Property,DONALD S & ANDREA L WILLETT 20,"1236 HASKELL ST
BERKELEY, CA 94702
(37.850649002, -122.284272994)",1236 HASKELL ST,1236,HASKELLST,DONALDSANDREALWILLETT20,False
5162,COMMERCIAL PROPERTY RENTAL,Rental of Real Property,RAFFI PROPERTIES LLC,"805 GILMAN ST
BERKELEY, CA 94710
(37.879637982, -122.302239017)",805 GILMAN ST,805,GILMANST,RAFFIPROPERTIESLLC,False
5163,RES RENTAL PROPERTY MULTI-HOUSING,Rental of Real Property,WARD STREET APARTMENTS LLC,"2231 WARD ST
BERKELEY, CA 94705
(37.860236013, -122.26293401)",2231 WARD ST,2231,WARDST,WARDSTREETAPARTMENTSLLC,False
5164,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,OGBURN FAMILY TRUST,"1216 SPRUCE ST
BERKELEY, CA 94709
(37.885577985, -122.266774011)",1216 SPRUCE ST,1216,SPRUCEST,OGBURNFAMILYTRUST,False
5165,URGENT CARE HOUSE CALL MEDICAL PRACTICE,Professional SemiProfessional,MD AT BEDSIDE,"2612 ALCATRAZ AVE 1
BERKELEY, CA 94705
(37.851028996, -122.252705992)",2612 ALCATRAZ AVE 1,2612,ALCATRAZAVE,MDATBEDSIDE,False
5166,RENTAL DWELLING- 3 UNITS,Rental of Real Property,TSUBOI FAMILY TRUST WARD PROPERTY,"1131 WARD ST
BERKELEY, CA 94702
(37.857189988, -122.286802988)",1131 WARD ST,1131,WARDST,TSUBOIFAMILYTRUSTWARDPROPERTY,False
5170,COMMERCIAL RENTAL PROPERTY GARAGE REPAIR,Rental of Real Property,WAKIDA T R & W,"1245 UNIVERSITY AVE
BERKELEY, CA 94702
(37.869870005, -122.288348024)",1245 UNIVERSITY AVE,1245,UNIVERSITYAVE,WAKIDATRW,False
5171,LAW FIRM,Professional SemiProfessional,BALLAST LAW PC,"2081 CENTER ST
BERKELEY, CA 94704
(37.870457996, -122.268749039)",2081 CENTER ST,2081,CENTERST,BALLASTLAWPC,False
5173,RENTAL PROPERY - 3 UNITS,Rental of Real Property,RIZZO BRUCE,"2530 REGENT ST
BERKELEY, CA 94704
(37.864064992, -122.257957003)",2530 REGENT ST,2530,REGENTST,RIZZOBRUCE,False
5177,HOTEL,Rental of Real Property,INN AT UNIVERSITY,"1761 UNIVERSITY AVE
BERKELEY, CA 94703
(37.871452006, -122.276259978)",1761 UNIVERSITY AVE,1761,UNIVERSITYAVE,INNATUNIVERSITY,False
5180,RENTAL PROPERTY-9 UNITS,Rental of Real Property,350 SOUTH VAN NESS LLC,"1130 BANCROFT WAY E
BERKELEY, CA 94702
(37.864401987, -122.289125026)",1130 BANCROFT WAY E,1130,BANCROFTWAYE,350SOUTHVANNESSLLC,False
5183,RENTAL - RES (5 Units) & COMM (1),Rental of Real Property,1921-1931 ASHBY AVE LLC,"1921 ASHBY AVE
BERKELEY, CA 94703
(37.854537995, -122.270634967)",1921 ASHBY AVE,1921,ASHBYAVE,19211931ASHBYAVELLC,False
5184,SPECIMEN COLLECTION SITE,Professional SemiProfessional,LABORATORY CORPORATION OF AMERICA,"2801 ADELINE ST
BERKELEY, NC 94703
(37.85811602, -122.267261)",2801 ADELINE ST,2801,ADELINEST,LABORATORYCORPORATIONOFAMERICA,False
5186,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,JAMES PATRICIA A,"2227 MCGEE AVE
BERKELEY, CA 94703
(37.867211014, -122.276859033)",2227 MCGEE AVE,2227,MCGEEAVE,JAMESPATRICIAA,False
5188,LANGUAGE INTERPRETER,Business Personal Repair Svs,SANTIAGO TENYSA,"1908 PARKER ST
BERKELEY, CA 94704
(37.861407007, -122.271406018)",1908 PARKER ST,1908,PARKERST,SANTIAGOTENYSA,False
5189,COMMERICAL RENTAL PROPERTY,Rental of Real Property,HOLMES JOHN,"2950 SEVENTH ST
BERKELEY, CA 94710
(37.851146007, -122.291798015)",2950 SEVENTH ST,2950,SEVENTHST,HOLMESJOHN,False
5190,ICE CREAM PARLOR,Retail Trade,ISCREAM,"1819 SOLANO AVE
BERKELEY, CA 94707
(37.891578003, -122.27938098)",1819 SOLANO AVE,1819,SOLANOAVE,ISCREAM,False
5192,PSYCHOTHERAPIST OFFICE,Professional SemiProfessional,SALAH JANELLE M,"2397 SHATTUCK AVE 203
BERKELEY, CA 94704
(37.866061017, -122.267132002)",2397 SHATTUCK AVE 203,2397,SHATTUCKAVE,SALAHJANELLEM,False
5194,DENTIST,Professional SemiProfessional,CULVER JEFFREY F DDS,"2914 DOMINGO AVE
BERKELEY, CA 94705
(37.858750991, -122.244158966)",2914 DOMINGO AVE,2914,DOMINGOAVE,CULVERJEFFREYFDDS,False
5195,GROCERY STORE,Grocer,ZARA SUPERMARKET,"1920 SAN PABLO AVE
BERKELEY, CA 94702
(37.86996602, -122.292742991)",1920 SAN PABLO AVE,1920,SANPABLOAVE,ZARASUPERMARKET,False
5198,RENTAL PROPERTY 8 UNITS,Rental of Real Property,KARBASSI PARHAM,"1525 ARCH ST
BERKELEY, CA 94708
(37.879882985, -122.264441998)",1525 ARCH ST,1525,ARCHST,KARBASSIPARHAM,False
5199,GENERAL BUILDING CONTRACTOR,Construction or Contractor,MACHEN ERNEST,"2136 WARD ST
BERKELEY, CA 94705
(37.859459011, -122.265331988)",2136 WARD ST,2136,WARDST,MACHENERNEST,False
5200,PSYCHOTHERPAY PRACTICE,Professional SemiProfessional,TUMAINI THERAPY,"1234 ASHBY AVE D
BERKELEY, CA 94702
(37.85223402, -122.285071035)",1234 ASHBY AVE D,1234,ASHBYAVED,TUMAINITHERAPY,False
5201,RENTAL PROPERTY/4 UNITS,Rental of Real Property,OXFORD APARTMENTS,"1701 OXFORD ST
BERKELEY, CA 94709
(37.876775981, -122.266430018)",1701 OXFORD ST,1701,OXFORDST,OXFORDAPARTMENTS,False
5203,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,CHILDS GST EXEMPT TR FBO JANE REID,"1720 SPRUCE ST
BERKELEY, CA 94709
(37.876686001, -122.265754017)",1720 SPRUCE ST,1720,SPRUCEST,CHILDSGSTEXEMPTTRFBOJANEREID,False
5204,"SURGERY, MEDICAL OFFICE",Professional SemiProfessional,SHAHIN JAVAHERI MD,"2999 REGENT ST 620
BERKELEY, CA 94705
(37.85596799, -122.256260003)",2999 REGENT ST 620,2999,REGENTST,SHAHINJAVAHERIMD,False
5205,MANUFACTURING,Manufacturing,BELFIORE CHEESE,"2031 SECOND ST
BERKELEY, CA 94710
(37.866175011, -122.301482969)",2031 SECOND ST,2031,SECONDST,BELFIORECHEESE,False
5206,ENVIRONMENTAL CONSULTING & PERMITTING,Professional SemiProfessional,FROG ENV INCORPORATED,"1331 EIGHTH ST D
BERKELEY, CA 94710
(37.878881012, -122.298319974)",1331 EIGHTH ST D,1331,EIGHTHSTD,FROGENVORPORATED,False
5207,REALTORS,Non Profit Organizations,OAKLAND/BERKELEY ASSOC OF REALTORS,"2855 TELEGRAPH AVE
BERKELEY, CA 94705
(37.858197995, -122.258932992)",2855 TELEGRAPH AVE,2855,TELEGRAPHAVE,OAKLANDBERKELEYASSOCOFREALTORS,False
5208,RENTAL PROPERTY,Rental of Real Property,LEUNG CATHERINE,"2120 SACRAMENTO ST
BERKELEY, CA 94702
(37.868559997, -122.282271982)",2120 SACRAMENTO ST,2120,SACRAMENTOST,LEUNGCATHERINE,False
5210,RENTAL PROPERTY/3 UNITS,Rental of Real Property,RHOADES MARK & RHOADES ERIN,"1140 PAGE ST
BERKELEY, CA 94702
(37.877645017, -122.293705988)",1140 PAGE ST,1140,PAGEST,RHOADESMARKRHOADESERIN,False
5211,MULTI RESIDENTIAL RENTAL 10 UNITS,Rental of Real Property,CHOW JACK S & MICHELE,"2430 M L KING JR WAY
BERKELEY, CA 94704
(37.864012019, -122.272427018)",2430 M L KING JR WAY,2430,MLKINGJRWAY,CHOWJACKSMICHELE,False
5212,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,ESLAMI A ALI,"1423 KAINS AVE 1
BERKELEY, CA 94702
(37.878180997, -122.293855018)",1423 KAINS AVE 1,1423,KAINSAVE,ESLAMIAALI,False
5214,ARCHITECTS,Professional SemiProfessional,B RAWLINSON,"2161 SHATTUCK AVE 307
BERKELEY, CA 94704
(37.870157001, -122.267470966)",2161 SHATTUCK AVE 307,2161,SHATTUCKAVE,BRAWLINSON,False
5216,INTERIOR DESIGN,Professional SemiProfessional,LANE MCNAB INTERIORS,"740 GILMAN ST
BERKELEY, CA 94710
(37.878556004, -122.302981989)",740 GILMAN ST,740,GILMANST,LANEMCNABINTERIORS,False
5218,COMMERCIAL RENTAL STORE W/OFFICE,Rental of Real Property,RIPSTEEN JACK,"3170 COLLEGE AVE
BERKELEY, CA 94705
(37.851413012, -122.252772964)",3170 COLLEGE AVE,3170,COLLEGEAVE,RIPSTEENJACK,False
5219,PSYCHOLOGICAL THERAPY,Professional SemiProfessional,MOSES YAEL,"2241 ROSE ST
BERKELEY, CA 94709
(37.88277801, -122.265500968)",2241 ROSE ST,2241,ROSEST,MOSESYAEL,False
5220,RETAIL/SHOES,Retail Trade,LA FOOT INC,"2917 COLLEGE AVE
BERKELEY, CA 94705
(37.85800299, -122.252910008)",2917 COLLEGE AVE,2917,COLLEGEAVE,LAFOOT,False
5221,RENTAL PROPERTY - 4UNITS,Rental of Real Property,MUNKACSY BRIAN,"1304 ALBINA AVE
BERKELEY, CA 94706
(37.882132981, -122.284334014)",1304 ALBINA AVE,1304,ALBINAAVE,MUNKACSYBRIAN,False
5222,"MOTION GRAPHIC DESIGN, ANIMATION, FILM, BRANDING, WEB, CREATIVE SERVICES",Professional SemiProfessional,THE MOTION BAR,"581 WOODMONT AVE
BERKELEY, CO 94708
(37.902482985, -122.265600042)",581 WOODMONT AVE,581,WOODMONTAVE,THEMOTIONBAR,False
5223,WINEMAKING,Manufacturing,WHISTLER VINEYARDS,"805 CAMELIA ST
BERKELEY, CA 94710
(37.877631983, -122.301628982)",805 CAMELIA ST,805,CAMELIAST,WHISTLERVINEYARDS,False
5225,BOBA TEA SMOOTHIE SHOP,Retail Trade,HAPPY LEMON,"2106 SHATTUCK AVE
BERKELEY, CA 94704
(37.87085798, -122.26860202)",2106 SHATTUCK AVE,2106,SHATTUCKAVE,HAPPYLEMON,False
5226,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,MIKI PROPERTY,"1350 BERKELEY WAY
BERKELEY, CA 94702
(37.870590011, -122.285432966)",1350 BERKELEY WAY,1350,BERKELEYWAY,MIKIPROPERTY,False
5227,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,JOHAN HENDRICSON & NICOLE SALETA,"2701 EIGHTH ST
BERKELEY, CA 94710
(37.85698702, -122.291515964)",2701 EIGHTH ST,2701,EIGHTHST,JOHANHENDRICSONNICOLESALETA,False
5228,"WOOD CARVING CLASSES, USING HAND TOOLS, REPAIR TO WOOD ITEMS",Business Personal Repair Svs,THARP CARVING STUDIO,"3102 SHATTUCK AVE
BERKELEY, CA 94705
(37.852852981, -122.266446027)",3102 SHATTUCK AVE,3102,SHATTUCKAVE,THARPCARVINGSTUDIO,False
5229,RETAIL BICYCLE SHOP,Retail Trade,BLUE HERON BIKES,"1306 GILMAN ST
BERKELEY, CA 94706
(37.881313177, -122.289716804)",1306 GILMAN ST,1306,GILMANST,BLUEHERONBIKES,False
5231,"HOME & GARDEN STORE SPECIALIZING IN AIR PLANTS, TROPICAL PLANTS & PLANT ART",Retail Trade,PARAISO PLANT STUDIO,"1780 FOURTH ST
BERKELEY, CA 94710
(37.870316006, -122.301245007)",1780 FOURTH ST,1780,FOURTHST,PARAISOPLANTSTUDIO,False
5232,ART STUDIO/GALLERY,Entertainment Recreation,ARTIST AT PLAY STUDIO,"1649 HOPKINS ST
BERKELEY, CA 94707
(37.882535019, -122.280673972)",1649 HOPKINS ST,1649,HOPKINSST,ARTISTATPLAYSTUDIO,False
5234,REAL ESTATE RENTAL,Rental of Real Property,600 BANCROFT OWNER LP,"600 BANCROFT WAY
BERKELEY, CA 94710
(37.862286017, -122.299912033)",600 BANCROFT WAY,600,BANCROFTWAY,600BANCROFTOWNERLP,False
5236,HAIR SALON,Business Personal Repair Svs,U.C. HAIR SALON,"2440 BANCROFT WAY C
BERKELEY, CA 94704
(37.868283981, -122.260448021)",2440 BANCROFT WAY C,2440,BANCROFTWAYC,UCHAIRSALON,False
5238,MANAGEMENT CONSULTING,Professional SemiProfessional,INTERPRO INC,"1642 BANCROFT WAY
BERKELEY, CA 94703
(37.866178992, -122.277348033)",1642 BANCROFT WAY,1642,BANCROFTWAY,INTERPRO,False
5240,SPORTSFISHING CHARTER BOAT - SPORTSFISHING DAY TRIPS FOR UP TO 6 PASSENGERS,Business Personal Repair Svs,GATHERER OUTFITTERS,"201 UNIVERSITY AVE
BERKELEY, CA 94710
(37.859568017, -122.327099993)",201 UNIVERSITY AVE,201,UNIVERSITYAVE,GATHEREROUTFITTERS,False
5242,RESTAURANT,Retail Trade,LA BURRITA,"1832 EUCLID AVE
BERKELEY, CA 94709
(37.875562994, -122.260537037)",1832 EUCLID AVE,1832,EUCLIDAVE,LABURRITA,True
5243,CARRY OUT PIZZA RESTAURANT,Retail Trade,ARTICHOKE BASILLE'S PIZZA,"2590 DURANT AVE
BERKELEY, CA 94704
(37.867876998, -122.256881018)",2590 DURANT AVE,2590,DURANTAVE,ARTICHOKEBASILLESPIZZA,False
5244,GENERAL MERCHANDISE & GROCERY PRODUCTS,Retail Trade,TARGET STORE T-3267,"1414 UNIVERSITY AVE
BERKELEY, MN 94702
(37.869687992, -122.283880972)",1414 UNIVERSITY AVE,1414,UNIVERSITYAVE,TARGETSTORET3267,False
5245,"CHECK CASHING,PAYDAY LENDING,BILL PAY",Professional SemiProfessional,ACE CASH EXPRESS,"2005 SAN PABLO AVE
BERKELEY, TX 94702
(37.868935004, -122.291740012)",2005 SAN PABLO AVE,2005,SANPABLOAVE,ACECASHEXPRESS,False
5246,RENTAL PROPERTY/9 UNITS,Rental of Real Property,CHUA CONSTANTINO P & ANGELES H,"2650 SACRAMENTO ST
BERKELEY, CA 94702
(37.859309017, -122.280553022)",2650 SACRAMENTO ST,2650,SACRAMENTOST,CHUACONSTANTINOPANGELESH,False
5248,ENVIRONMENTAL EDUCATION,Non Profit Organizations,ECOLOGY CENTER,"2530 SAN PABLO AVE
BERKELEY, CA 94702
(37.860005008, -122.28964001)",2530 SAN PABLO AVE,2530,SANPABLOAVE,ECOLOGYCENTER,False
5250,RENTAL PROPERTY/NON-PROFIT (LOW INCOME),Non Profit Organizations,CROSSROADS VILLAGE MHA(NON-PR),"1970 SAN PABLO AVE APT
BERKELEY, CA 94702
(37.869381005, -122.292677025)",1970 SAN PABLO AVE APT,1970,SANPABLOAVEAPT,CROSSROADSVILLAGEMHANONPR,False
5252,ACUPUNCTURE,Professional SemiProfessional,GOVEA RIO SIMONE,"1911 ADDISON ST 201
BERKELEY, CA 94704
(37.870982996, -122.272411008)",1911 ADDISON ST 201,1911,ADDISONST,GOVEARIOSIMONE,False
5253,MATTRESS RETAIL SALES,Retail Trade,MANCINI'S SLEEP WORLD,"1099 ASHBY AVE
BERKELEY, CA 94710
(37.853110013, -122.28797)",1099 ASHBY AVE,1099,ASHBYAVE,MANCINISSLEEPWORLD,False
5254,CONCERT PRESENTER & RECORD LABEL,Entertainment Recreation,GREEK CHAMBER MUSIC PROJECT,"1012 ADDISON ST
BERKELEY, CA 94710
(37.867329995, -122.293346991)",1012 ADDISON ST,1012,ADDISONST,GREEKCHAMBERMUSICPROJECT,False
5255,RENTAL PROPERTY 4 UNITS,Rental of Real Property,CMMD 1031 LP & MDCM 1031 LP,"2808 DERBY ST
BERKELEY, CA 94705
(37.862111003, -122.250608002)",2808 DERBY ST,2808,DERBYST,CMMD1031LPMDCM1031LP,False
5256,ENGINEERING SERVICES,Professional SemiProfessional,ATA ENGINEERING INC,"2030 ADDISON ST 310
BERKELEY, CA 94704
(37.870785016, -122.269272992)",2030 ADDISON ST 310,2030,ADDISONST,ATAENGINEERING,False
5257,VIDEO PRODUCTION,Entertainment Recreation,KOHR MARK,"1817 SIXTY-SECOND ST
BERKELEY, CA 94703
(37.847285009, -122.270269013)",1817 SIXTY-SECOND ST,1817,SIXTY-SECONDST,KOHRMARK,False
5258,FELDENKRAIS PRACTITIONER,Professional SemiProfessional,ELLYARD KATHARINE L,"830 BANCROFT WAY
BERKELEY, CA 94710
(37.863288996, -122.295857036)",830 BANCROFT WAY,830,BANCROFTWAY,ELLYARDKATHARINEL,False
5259,MARKETING CONSULTANT,Professional SemiProfessional,BOX OUT INDUSTRIES,"1611 BONITA AVE
BERKELEY, CA 94709
(37.877470002, -122.272259967)",1611 BONITA AVE,1611,BONITAAVE,BOXOUTINDUSTRIES,False
5260,CRIMINAL DEFENSE PRACTICE & LIGITATION CONSULTING,Professional SemiProfessional,KATHRYN ROSS LAW,"803 HEARST AVE
BERKELEY, CA 94710
(37.869362984, -122.299123966)",803 HEARST AVE,803,HEARSTAVE,KATHRYNROSSLAW,False
5261,PROGRAM PROVIDER FOR UNIVERSITY INTERNATIONAL EDUCATION PROGRAMS,Administrative Headquarters,ACCENT GLOBAL LEARNING,"2560 NINTH ST 315A
BERKELEY, CA 94710
(37.859424016, -122.291817964)",2560 NINTH ST 315A,2560,NINTHSTA,ACCENTGLOBALLEARNING,False
5263,RENTAL PROPERTY/4 UNITS,Rental of Real Property,KAWAKAMI ELAINE F,"1430 BERKELEY WAY
BERKELEY, CA 94702
(37.870921012, -122.282854022)",1430 BERKELEY WAY,1430,BERKELEYWAY,KAWAKAMIELAINEF,False
5264,RENTAL PROPERTY,Rental of Real Property,S & C LLC,"3140 ELLIS ST
BERKELEY, CA 94703
(37.850561998, -122.273146018)",3140 ELLIS ST,3140,ELLISST,SCLLC,False
5265,RESIDENTIAL RENTAL PROPERTY - 5 UNITS,Rental of Real Property,CASTLEMAN PROPERTIES,"1927 STUART ST
BERKELEY, CA 94703
(37.858401005, -122.270272031)",1927 STUART ST,1927,STUARTST,CASTLEMANPROPERTIES,False
5266,KOREAN INSPIRED RESTAURANT,Retail Trade,MAD SEOUL LLC,"1801 SHATTUCK AVE C
BERKELEY, CA 94704
(37.874575983, -122.26836498)",1801 SHATTUCK AVE C,1801,SHATTUCKAVEC,MADSEOULLLC,True
5267,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,HAMDILLAH LLC,"2801 COLLEGE AVE
BERKELEY, CA 94705
(37.85968, -122.252970022)",2801 COLLEGE AVE,2801,COLLEGEAVE,HAMDILLAHLLC,False
5269,REAL ESTATE,Professional SemiProfessional,CYRIL PROPERTIES,"1891 SOLANO AVE
BERKELEY, CA 94707
(37.891694008, -122.277444006)",1891 SOLANO AVE,1891,SOLANOAVE,CYRILPROPERTIES,False
5272,BUBBLE TEA CAFE- QUICK SERVE DRINKS,Retail Trade,TEASPOON ANYWHERE LLC,"2129 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872595004, -122.267358984)",2129 UNIVERSITY AVE,2129,UNIVERSITYAVE,TEASPOONANYWHERELLC,False
5273,RESIDENTIAL RENTAL - 4 UNITS,Rental of Real Property,ALHADITHY ADIL/SWEE C,"1717 BLAKE ST
BERKELEY, UK 94703
(37.862331992, -122.275560006)",1717 BLAKE ST,1717,BLAKEST,ALHADITHYADILSWEEC,False
5274,ADVERTIZING & MARKETING COMMUNICATION AGENCY,Professional SemiProfessional,CITIZEN GROUP,"2222 HAROLD WAY
BERKELEY, CA 94704
(37.868507988, -122.269482958)",2222 HAROLD WAY,2222,HAROLDWAY,CITIZENGROUP,False
5275,RENTAL PROPERTY - COMMERCIAL,Rental of Real Property,3243 SACRAMENTO ST LLC,"3243 SACRAMENTO ST
BERKELEY, CA 94702
(37.84819499, -122.27759203)",3243 SACRAMENTO ST,3243,SACRAMENTOST,3243SACRAMENTOSTLLC,False
5277,HAIRSTYLIST,Business Personal Repair Svs,ROBINSON OLIVIA,"2821 SAN PABLO AVE
BERKELEY, CA 94702
(37.85508701, -122.287373041)",2821 SAN PABLO AVE,2821,SANPABLOAVE,ROBINSONOLIVIA,False
5278,POTTERY MADE & SOLD ON SITE,Manufacturing,BERKELEY POTTERS GUILD INC,"731 JONES ST
BERKELEY, CA 94710
(37.875137989, -122.301806008)",731 JONES ST,731,JONESST,BERKELEYPOTTERSGUILD,False
5279,ATTORNEY,Professional SemiProfessional,NEWBURY DIRCK,"1919 ADDISON ST 105
BERKELEY, CA 94704
(37.871200004, -122.271912034)",1919 ADDISON ST 105,1919,ADDISONST,NEWBURYDIRCK,False
5281,NUCLEAR RESEARCH,Professional SemiProfessional,DEEP ISOLATION INC,"2120 UNIVERSITY AVE
BERKELEY, CA 94704
(37.871982999, -122.26750902)",2120 UNIVERSITY AVE,2120,UNIVERSITYAVE,DEEPISOLATION,False
5285,COMMERCIAL RENTAL PROPERTY LT INDUSTRIAL,Rental of Real Property,DOLE DANIEL,"1101 TENTH ST
BERKELEY, CA 94710
(37.883031982, -122.297572979)",1101 TENTH ST,1101,TENTHST,DOLEDANIEL,False
5286,RENTAL PROPERTY APARTMENTS,Rental of Real Property,WILLETT DONALD,"1316 BURNETT ST
BERKELEY, CA 94702
(37.853533005, -122.28303901)",1316 BURNETT ST,1316,BURNETTST,WILLETTDONALD,False
